Section,Item,XS_0801,XS_0803,XS_0805,XS_0807,XS_0811,XS_0814,XS_0815,XS_0819,XS_0820,XS_0821,XS_0822,XS_0825,XS_0826,XS_1201,XS_1205,XS_1208,XS_1211,XS_1216,XS_1218,XS_1219,XS_1222,XS_1224,XS_1225,XS_1229,XS_1230,XS_1604,XS_1612,XS_1614,XS_1619,XS_1622,XS_1628,XS_1629,XS_1631,XS_1634,XS_1635,XS_1636,XS_1638,XS_1639
Descriptive Words,yucky,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No,No,Understands,Understands,Understands,No,Understands,No,Understands,No,No,No,Understands,No,No,No,No,Understands,Understands
Pronouns,his,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Pronouns,her,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Pronouns,I,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No
Pronouns,it,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,No,No,No,No,No,No,No,No
Pronouns,me,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,No,No,No,No,No,No,Understands,No
Pronouns,mine,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,No,No,Understands,No,Understands,No,Understands,No
Pronouns,my,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Pronouns,that,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Produces,No,No,No,No,No,Produces,No,No,No,No,Produces,No,Produces,No,No,No,No,No,No,Produces,Produces
Pronouns,this,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Produces,No,No,No,No,No,Produces,Produces,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No
Pronouns,you,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,Understands
Pronouns,your,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Question Words,how,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Question Words,what,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,Understands,No,Produces,No,No,Understands,No,No,No,Understands,Understands
Question Words,when,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Question Words,where,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,No,No,Understands,Understands,No,No,Understands,No,No,Understands
Question Words,who,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Question Words,why,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prepositions and Locations,away,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No
Prepositions and Locations,back,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,Produces,No
Prepositions and Locations,down,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,Understands,Understands,No,No,No,No,Understands,Produces,No,Produces,Produces,No,No,No,Understands,No,Produces,No,Understands,Produces,Produces
Prepositions and Locations,in,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,Understands,Produces,No,No,Understands,Understands,No,No,Understands,Understands,No,Understands
Prepositions and Locations,inside,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,Understands,No,No,No,No,Understands,No,Produces
Prepositions and Locations,off,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,Produces,Understands,Understands,No,Understands,No,Understands,Understands,Understands,No,No,No,No,No,Understands
Prepositions and Locations,on,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,Understands,No,No,No,No,No,No,Understands
Prepositions and Locations,out,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,No,No,No,No,Understands,Understands,No,Produces,No,No,Understands,Understands,No,No,No,Understands,No,Understands
Prepositions and Locations,there,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,Understands,Understands,No,No,No,No,No,Understands
Prepositions and Locations,under,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,Produces,No,No,No,No,No,No,No,No,Understands,No,Understands
Prepositions and Locations,up,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Produces,Understands,Understands,No,No,No,Produces,Understands,Understands,Understands,Produces,Understands,No,Produces,Produces,No,No,Understands,Produces,Understands,Produces,Produces
Quantifiers,all,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No
Quantifiers,another,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Quantifiers,more,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,Understands,No,Understands,Produces,Understands,No,No,No,Understands,No,Produces,Understands,Understands,Understands,Produces,No,Produces,Understands,Understands,No,Understands,Produces,Understands,Understands,Produces
Quantifiers,none,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No
Quantifiers,not,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Quantifiers,other,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Quantifiers,same,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Quantifiers,some,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A. First Communicative Gestures,Extends arm to show you something he/she is holding.,NA,Not Yet,Sometimes,NA,Sometimes,Often,NA,Not Yet,Sometimes,Not Yet,Sometimes,Not Yet,Not Yet,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often
A. First Communicative Gestures,Reaches out and gives you a toy or some object that he/she is holding.,NA,Not Yet,Sometimes,NA,Sometimes,Sometimes,NA,Not Yet,Sometimes,Not Yet,Sometimes,Sometimes,Not Yet,Often,Often,Often,Often,NA,Often,NA,Sometimes,Often,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Often,Often,Sometimes,Often,Often
A. First Communicative Gestures,Points (with arm and index finger extended) at some interesting object or event.,NA,Not Yet,Not Yet,NA,Sometimes,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,NA,Not Yet,Often,Often,Often,Often,Often,Often,often,Often,Sometimes,Often,Often,Often,Often,NA,Often,Often,Often
A. First Communicative Gestures,Waves bye-bye on his/her own when someone leaves.,NA,Not Yet,Not Yet,NA,Often,Not Yet,NA,Not Yet,Not Yet,Not Yet,Often,Not Yet,Sometimes,Often,Often,Not Yet,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often
A. First Communicative Gestures,Extends his/her upward to signal a wish to be picked up.,NA,Often,Often,NA,Often,Often,NA,Sometimes,Sometimes,Not Yet,Often,Sometimes,Not Yet,Often,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Not Yet,Often,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes
A. First Communicative Gestures,"Shakes head ""no"".",NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,Often,Sometimes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Never,Not Yet,Often,Not Yet,Often,Not Yet,Often,Not Yet,Often,Not Yet,Sometimes,Not Yet,Often,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Sometimes
A. First Communicative Gestures,"Nods head ""yes"".",NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Never,Not Yet,Not Yet,Not Yet,Sometimes,Not Yet,Often,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Sometimes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Sometimes,Often,Not Yet,Not Yet
A. First Communicative Gestures,"Gestures ""hush"" by placing finger to lips.",NA,Sometimes,Not Yet,NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Never,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,NA,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Sometimes,Not Yet,Sometimes,Not Yet,Often,Not Yet,Not Yet,Not Yet,Often,Not Yet,Not Yet
A. First Communicative Gestures,Requests something by extending arm and opening and closing hand.,NA,Sometimes,Often,NA,Not Yet,Often,NA,Not Yet,Not Yet,Not Yet,Sometimes,Not Yet,Not Yet,Often,Sometimes,Often,Not Yet,Not Yet,Sometimes,Often,Not Yet,NA,Sometimes,Not Yet,Often,Often,Not Yet,Not Yet,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often
A. First Communicative Gestures,Blows kisses from a distance.,NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Never,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,NA,Not Yet,NA,Not Yet,Sometimes,Not Yet,Often,Not Yet,Not Yet,Sometimes,Sometimes,Sometimes,Not Yet,Sometimes,Sometimes,Sometimes,Often,Sometimes,often
A. First Communicative Gestures,"Smacks lips in a ""yum yum"" gesture to indicate the something tastes good.",NA,Not Yet,Often,NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,Not Yet,Often,Not Yet,Not Yet,Often,Not Yet,Sometimes,Not Yet,Sometimes,Sometimes,NA,Not Yet,Sometimes,Not Yet,Sometimes,Not Yet,Not Yet,Often,Sometimes,Often,Sometimes,NA,Often,Sometimes,Not Yet,Sometimes,Often,Not Yet,Often
A. First Communicative Gestures,"Shrugs to indicate ""all gone"" or ""where'd it go"".",NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Never,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Sometimes,Not Yet,NA,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,Sometimes,Sometimes,Sometimes,Often,Sometimes,Not Yet,Not Yet,NA,Often,Not Yet,Sometimes
B. Games and Routines,Play peekaboo.,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
B. Games and Routines,Play patty cake.,NA,No,No,NA,Yes,No,NA,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,NA,No,Yes,No,No,No,No,No
B. Games and Routines,"Play ""so big"".",NA,Yes,No,NA,No,No,NA,Yes,No,No,No,No,No,NA,Yes,No,No,No,No,NA,No,Yes,No,No,No,Yes,Yes,Yes,NA,No,NA,No,No,No,No,No,No,No
B. Games and Routines,Play chasing games.,NA,No,No,NA,No,No,NA,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
B. Games and Routines,Sing.,NA,Yes,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No
B. Games and Routines,Dance.,NA,No,Yes,NA,No,No,NA,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
C. Actions with Objects,Eat with a spoon or fork.,NA,Yes,No,NA,Yes,Yes,NA,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
C. Actions with Objects,Drink from a cup containing liquid.,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
C. Actions with Objects,Comb or brush own hair.,NA,No,Yes,NA,No,No,NA,No,No,No,No,No,No,No,No,Yes,Yes,No,No,NA,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
C. Actions with Objects,Brush teeth.,NA,No,No,NA,Yes,No,NA,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,NA,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
C. Actions with Objects,Wipe face or hands with a towel or cloth. ,NA,Yes,No,NA,No,No,NA,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,NA,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
C. Actions with Objects,Put on hat.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
C. Actions with Objects,Put on a shoe or sock.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,Yes,Yes,No,No,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
C. Actions with Objects,"Put on a necklace, bracelet, or watch.",NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,Yes,No,No,NA,No,No,No,No,Yes,Yes,No,Yes,Yes,No,NA,No,Yes,No,No,No,No,Yes
C. Actions with Objects,Lay head on hands and squeeze eyes shut as if sleeping.,NA,Yes,No,NA,No,No,NA,No,No,No,Yes,No,No,No,No,No,No,No,Yes,NA,No,No,No,No,No,Yes,Yes,Yes,No,Yes,NA,Yes,No,No,No,No,Yes,No
C. Actions with Objects,Blow to indicate something is hot.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,Yes,No,No,No,NA,No,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,Yes,Yes,No,Yes,Yes,No,Yes
C. Actions with Objects,"Hold plane and make it ""fly"".",NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,No,No,No,No,No,No,No
C. Actions with Objects,Put telephone to ear.,NA,Yes,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
C. Actions with Objects,Sniff flowers.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,No,No,No,No,NA,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes
C. Actions with Objects,Push toy car or truck.,NA,No,Yes,NA,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
C. Actions with Objects,Throw a ball.,NA,No,Yes,NA,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,NA,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
C. Actions with Objects,Pour pretend liquid from one container to another. ,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,Yes,No,Yes,Yes,Yes,NA,Yes,No,No,No,Yes,No,Yes
C. Actions with Objects,Stir pretend liquid in a cup or pan with a spoon. ,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,Yes,No,No,NA,No,No,No,No,No,Yes,No,No,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,No
D. Pretending to be a parent,Put to bed.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,No,NA,No,No,No,No,No,No,No,No
D. Pretending to be a parent,Cover with blanket.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,Yes,NA,No,No,Yes,No,No,No,No,No
D. Pretending to be a parent,Feed with bottle.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,Yes,Yes,No,No,Yes,Yes,No,NA,No,Yes,No,No,No,No,No,No
D. Pretending to be a parent,Feed with spoon.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,No,No,Yes,No,No,No,No,No,NA,No,Yes,No,No,No,No,No,Yes
D. Pretending to be a parent,Brush/comb its hair.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,No,No,NA,No,Yes,Yes,No,No,No,No,Yes
D. Pretending to be a parent,Pat or burp it.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,Yes,No,No,No,Yes,No,NA,No,No,Yes,No,No,No,No,No
D. Pretending to be a parent,Push in stroller/buggy.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,No,No,No,No,No,No,No,No,NA,No,Yes,Yes,No,No,No,No,No
D. Pretending to be a parent,Rock it.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,No,NA,No,Yes,Yes,No,No,No,No,No
D. Pretending to be a parent,Kiss or hug it.,NA,Yes,Yes,NA,No,No,NA,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,No,No,No,Yes,Yes,No,No,No,Yes,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
D. Pretending to be a parent,Try to put shoe or sock or hat on it.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,Yes,NA,No,No,No,No,No,No,No,No
D. Pretending to be a parent,Wipe its face or hands.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,No,NA,No,No,No,No,No,No,No,No
D. Pretending to be a parent,Talk to it.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,No,NA,No,NA,NA,No,Yes,No,No,No,No,No,Yes,Yes,NA,No,Yes,No,No,No,No,No,No
D. Pretending to be a parent,Try to put diaper on it.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No
E. Imitating Other Adult Actions,Sweep with broom or mop. ,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,Yes,Yes,No,No
E. Imitating Other Adult Actions,Put key in door or lock.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,Yes,No,NA,No,NA,NA,No,No,No,No,Yes,Yes,Yes,No,Yes,NA,No,No,No,No,No,Yes,No,No
E. Imitating Other Adult Actions,Pound with hammer or mallet.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,No,No,Yes,Yes,No,No,Yes
E. Imitating Other Adult Actions,Attempt to use saw.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No
E. Imitating Other Adult Actions,"""Type"" at a typewriter or computer keyboard.",NA,Yes,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,No,Yes,No,Yes,Yes,No,Yes
E. Imitating Other Adult Actions,"""Read"" (opens book, turns page).",NA,Yes,No,NA,No,Yes,NA,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
E. Imitating Other Adult Actions,Vacuum.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,Yes,No,No,Yes,Yes,NA,No,Yes,No,No,No,Yes,No,Yes
E. Imitating Other Adult Actions,Water plants.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,Yes,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,Yes,NA,No,Yes,No,No,Yes,No,No,No
E. Imitating Other Adult Actions,"Play musical instrument (e.g., piano, trumpet).",NA,No,No,NA,No,No,NA,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,Yes,Yes,No,Yes
E. Imitating Other Adult Actions,"""Drive"" car by turning steering wheel.",NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,No,NA,No,NA,NA,No,No,No,No,No,Yes,Yes,No,Yes,NA,No,No,Yes,Yes,Yes,No,Yes,No
E. Imitating Other Adult Actions,Wash dishes.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,No,No,NA,No,NA,NA,No,No,No,No,No,No,No,Yes,No,NA,No,No,No,No,No,No,No,No
E. Imitating Other Adult Actions,Clean with cloth or duster.,NA,No,No,NA,Yes,No,NA,No,No,No,No,No,No,Yes,No,No,Yes,No,NA,NA,No,No,No,Yes,No,No,No,Yes,Yes,NA,No,No,No,Yes,Yes,Yes,Yes,Yes
E. Imitating Other Adult Actions,"Write with a pen, pencil, or marker.",NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,Yes,No,NA,No,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,No,No,Yes,Yes
E. Imitating Other Adult Actions,Dig with a shovel.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,No,Yes,No,NA,No,NA,NA,No,Yes,No,Yes,No,Yes,Yes,Yes,No,NA,Yes,Yes,No,No,Yes,No,No,Yes
E. Imitating Other Adult Actions,Put on glasses.,NA,No,No,NA,No,No,NA,No,No,No,No,No,No,Yes,No,No,Yes,No,NA,NA,No,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,No,Yes,No,No,Yes,No,Yes
